City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
429,Coari,BR,75.16,broken clouds,-4.085,-63.1414,HOTEL ALEX FLAT
430,Aquiraz,BR,81.18,clear sky,-3.9014,-38.3911,Pousada Rua Camurupim
431,Kaitangata,NZ,55.92,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
432,Shitanjing,CN,81.05,clear sky,39.2342,106.3439,
433,Strezhevoy,RU,57.18,scattered clouds,60.7333,77.5889,Sibiryachka
434,Binga,ZW,52.34,clear sky,-17.6203,27.3414,Lakeview Inn Binga
435,Biloela,AU,72.1,clear sky,-24.4167,150.5,Silo Motor Inn
437,Palmer,US,66.61,clear sky,42.1584,-72.3287,Wedgewood Motel
439,Havre-Saint-Pierre,CA,50.0,clear sky,50.2334,-63.5986,Auberge Niapiskau
440,Los Llanos De Aridane,ES,64.15,broken clouds,28.6585,-17.9182,Valle Aridane
441,Paris,FR,59.58,mist,48.8534,2.3488,Hôtel Britannique - Paris Centre
443,Santa Maria Del Oro,MX,73.31,broken clouds,25.9333,-105.3667,Hotel Palacio Del Sol
444,Umm Lajj,SA,81.03,clear sky,25.0213,37.2685,Moon light Furnished Units
445,Areosa,PT,57.24,clear sky,41.7178,-8.8571,Hotel Flôr de Sal
446,Sechura,PE,68.11,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
447,Road Town,VG,79.2,overcast clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
448,Priiskovyy,RU,73.54,clear sky,51.9333,116.6333,
449,Ponta Delgada,PT,63.32,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
450,Warrnambool,AU,55.81,moderate rain,-38.3833,142.4833,Lady Bay Resort
452,Salamanca,ES,50.99,scattered clouds,40.8333,-6.0,Palacio Carrascalino
453,Saint-Felicien,CA,59.5,scattered clouds,48.6501,-72.4491,Hôtel du Jardin
454,Waipawa,NZ,55.45,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
455,Pimenta Bueno,BR,70.5,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
456,Ust-Tsilma,RU,68.02,scattered clouds,65.441,52.1498,U Praskov'i
458,Vadu Pasii,RO,59.13,overcast clouds,45.1667,26.9,Romania
459,Decatur,US,73.45,clear sky,39.8403,-88.9548,Haworth Cottage
460,Santa Maria,BR,74.5,clear sky,-29.6842,-53.8069,Hotel Morotin
461,Lielvarde,LV,58.59,overcast clouds,56.7207,24.8074,Baltu Ozols
462,La Palma,US,75.42,overcast clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
463,Saint-Pierre,RE,72.57,clear sky,-21.3393,55.4781,Lindsey Hôtel
465,Lubango,AO,52.05,clear sky,-14.9172,13.4925,Hotel Serra da Chela
466,Kutum,SD,74.03,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
467,Pilot Butte,CA,76.62,few clouds,50.4668,-104.4178,Sleep Inn Regina East
468,Altamont,US,75.04,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
469,Bonthe,SL,79.59,light rain,7.5264,-12.505,Bonthe Holiday Village
470,Berdigestyakh,RU,82.76,scattered clouds,62.0989,126.6992,
472,Linxia,CN,79.34,clear sky,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
473,Port Macquarie,AU,65.89,clear sky,-31.4333,152.9167,Rydges Port Macquarie
474,Rocha,UY,64.11,overcast clouds,-34.4833,-54.3333,Beleza Pura B&B
475,Mayo,US,73.35,clear sky,38.8876,-76.5119,Resorts Resource Group International
476,Almenara,BR,67.93,overcast clouds,-16.1836,-40.6944,Pousada Estância
477,Kumla,SE,60.67,clear sky,59.1277,15.1434,Kumla Hotel
478,Port Lincoln,AU,64.56,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
479,Okahandja,NA,50.31,clear sky,-21.9833,16.9167,Guesthouse Villa Nina
480,Tirau,NZ,59.07,overcast clouds,-37.9833,175.75,A1 Troutfishing at Tirau
481,Merritt,CA,60.46,overcast clouds,50.1123,-120.7942,Ramada Limited Merritt
482,Fort Nelson,CA,67.59,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
483,Gualan,GT,75.56,broken clouds,15.1333,-89.3667,Hotel Agua Viva
484,Oussouye,SN,78.98,few clouds,12.485,-16.5469,Auberge du Routard
485,Minot,US,80.82,clear sky,48.2325,-101.2963,Noble Inn
488,Thinadhoo,MV,82.63,overcast clouds,0.5333,72.9333,
489,Thompson,CA,50.16,overcast clouds,55.7435,-97.8558,Burntwood Hotel
490,Rawah,IQ,82.81,clear sky,34.4816,41.9093,ديوان الشيخ نامق محسن الراوي
491,Trairi,BR,77.36,clear sky,-3.2778,-39.2689,janelas do mar
493,Topolobampo,MX,82.31,clear sky,25.6,-109.05,Hotel Marina Topolobampo
494,Buchanan,LR,77.99,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
495,Tiarei,PF,82.42,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
496,Aksha,RU,76.86,clear sky,50.2814,113.2867,
497,Matagami,CA,57.31,moderate rain,49.7502,-77.6328,Hôtel Matagami
498,Tapolca,HU,55.54,broken clouds,46.8815,17.4412,Hunguest Hotel Pelion
499,Marawi,PH,81.64,overcast clouds,7.9986,124.2928,Derogongan Residence
500,Santa Barbara,US,54.82,clear sky,34.7333,-120.0343,Upper Ballard Campground
501,San Andres,CO,82.42,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
502,Huanren,CN,67.23,overcast clouds,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
504,Ilabaya,PE,63.32,scattered clouds,-17.4208,-70.5133,
505,Talavera De La Reina,ES,61.56,broken clouds,39.9635,-4.8308,Be Live City Center Talavera
506,General Roca,AR,52.2,few clouds,-39.0333,-67.5833,Hotel y Casino del Río General Roca
507,Camden,US,70.21,clear sky,39.7835,-74.9663,Days Inn by Wyndham Berlin Voorhees
508,Mainburg,DE,61.18,light rain,48.65,11.7833,Heimat Mainburg | Hotel • Café • Weinbar
509,Cordoba,AR,65.75,broken clouds,-31.4135,-64.1811,Hotel Sussex
510,Stornoway,GB,54.93,broken clouds,58.2093,-6.3865,Caladh Inn
511,Macklin,CA,76.33,scattered clouds,52.3334,-109.9348,Macklin Motor Inn
512,Boma,GH,72.01,scattered clouds,7.0805,-2.1697,Obaatanpa Hotel
513,Chontalpa,MX,78.31,broken clouds,17.7,-93.5167,
514,Caravelas,BR,72.36,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
515,Takoradi,GH,78.51,light rain,4.8845,-1.7554,Raybow International Hotel
517,Sulina,RO,61.18,broken clouds,45.1559,29.6536,Hotel Delta Est
518,Olinda,BR,73.13,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
519,Lodja,CD,70.36,scattered clouds,-3.4833,23.4333,
520,Tarnos,FR,57.81,broken clouds,43.5417,-1.4628,"The Originals City, Hôtel Le Lodge, Bayonne Nord (Inter-Hotel)"
521,Kontagora,NG,71.44,few clouds,10.3999,5.4695,Queens Guest Inn
522,Ust-Koksa,RU,52.54,broken clouds,50.2696,85.6108,Uymonskaya Dolina
524,Zhanaozen,KZ,75.9,clear sky,43.3,52.8,K.korabay 28A
525,Dunedin,NZ,57.79,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
526,Costinesti,RO,61.72,broken clouds,43.95,28.6333,Villa Mar Bella
527,Contamana,PE,71.91,broken clouds,-7.3333,-75.0167,Shiringal Touristic Park
529,Puerto Leguizamo,CO,69.91,broken clouds,-0.1934,-74.7819,la casona de juancho
530,Namioka,JP,75.9,scattered clouds,40.7072,140.5894,Restaurant & INN Sunrise
531,Portland,US,71.55,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
532,Pervomayskoye,RU,66.76,broken clouds,43.919,46.7102,
533,Srednekolymsk,RU,76.87,overcast clouds,67.45,153.6833,
534,Price,US,83.46,clear sky,39.5994,-110.8107,National 9 - Price River Inn
535,Santa Cruz De La Palma,ES,68.14,broken clouds,28.6835,-17.7642,H10 Taburiente Playa
537,Maridi,SS,65.46,light rain,4.9158,29.4742,
538,Lasa,IT,54.34,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
539,Thai Binh,VN,84.2,broken clouds,20.45,106.3333,Sweden Hotel
540,Ulaanbaatar,MN,75.33,few clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
541,Gat,IL,66.07,clear sky,31.61,34.7642,OlusHome
542,Dryden,CA,79.09,few clouds,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
543,Nouakchott,MR,82.33,few clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
545,Young,UY,67.23,overcast clouds,-32.6833,-57.6333,Posada Gira el Sol
546,Nelson Bay,AU,63.77,few clouds,-32.7167,152.15,Mantra Nelson Bay
547,Naerbo,NO,56.98,overcast clouds,58.6667,5.65,Stolpabua
548,Tarragona,ES,66.25,few clouds,41.129,1.249,Hotel SB Ciutat de Tarragona
552,Cap Malheureux,MU,74.46,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
553,Urumqi,CN,79.75,few clouds,43.801,87.6005,Hua Ling Grand Hotel Urumqi
554,Campos Belos,BR,68.11,clear sky,-13.0367,-46.7717,Pousada Carnaúba
558,Afsin,TR,54.54,clear sky,38.2477,36.914,Afsin Ogretmenevi ASO
560,Barranca,PE,62.6,scattered clouds,-10.75,-77.7667,El Olivar Hospedaje
562,Buzmeyin,TM,82.13,scattered clouds,38.0507,58.2056,
563,Kismayo,SO,79.02,few clouds,-0.3582,42.5454,Agan-Hotel
564,Maniwaki,CA,64.94,overcast clouds,46.3834,-75.96600000000001,Centre Chateau Logue
565,Chara,RU,75.13,clear sky,56.9064,118.2631,
567,Acapulco,MX,82.94,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
569,Kano,NG,78.69,clear sky,12.0001,8.5167,Havana Guest Inn
570,Guasdualito,VE,73.71,light rain,7.2424,-70.7324,Hotel Cuibas
571,Yeppoon,AU,73.18,clear sky,-23.1333,150.7333,Villa Mar Colina
572,Natal,BR,75.42,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
573,Corn Island,NI,82.15,scattered clouds,12.1694,-83.0418,Big Fish Guest House
574,Luganville,VU,79.79,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
575,Lakatoro,VU,79.39,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
576,Tiznit,MA,57.88,scattered clouds,29.5833,-9.5,
577,Dunkwa,GH,72.91,broken clouds,5.9656,-1.78,Tim Freeman Gold City Hotel
578,Port Shepstone,ZA,55.92,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
579,Itabuna,BR,68.34,overcast clouds,-14.7856,-39.2803,Tarik Fontes Plaza Hotel Itabuna
582,Dire Dawa,ET,72.16,clear sky,9.5931,41.8661,Samrat Hotel
583,Bundaberg,AU,70.09,clear sky,-24.85,152.35,Takalvan Motel
585,Conceicao Das Alagoas,BR,67.71,clear sky,-19.9147,-48.3883,Bouganville Hotel
586,Samarai,PG,76.86,overcast clouds,-10.6167,150.6667,Nuli Sapi
587,Bulaevo,KZ,54.77,clear sky,54.9056,70.4439,"Игровой клуб ""ДОМ ИГР Z"""
588,Ahtopol,BG,55.87,clear sky,42.1,27.95,Agata Beach Hotel
589,Jilib,SO,75.33,clear sky,0.4883,42.7854,
590,Northam,GB,53.02,clear sky,51.0333,-4.2167,Durrant House Hotel
591,Manaure,CO,80.46,overcast clouds,11.7751,-72.4445,Hotel Palaaima
592,Celestun,MX,83.3,overcast clouds,20.8667,-90.4,Posada Lilia
593,Mocuba,MZ,63.97,overcast clouds,-16.8392,36.9856,Phama Lodge
596,Pauini,BR,73.45,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
598,Chapais,CA,56.98,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
600,Sembe,CG,70.21,overcast clouds,1.6481,14.5806,
601,Clinton,US,79.05,clear sky,42.586999999999996,-82.9199,Hampton Inn Detroit/Roseville
602,Saint-Francois,FR,58.48,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
604,Arkhara,RU,52.61,light rain,49.4212,130.0842,"Gostinitsa ""Arkhara"""
605,Bagdarin,RU,77.22,few clouds,54.4333,113.6,Gostevoy Dom Terem
606,Oistins,BB,80.69,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
607,North Bend,US,57.15,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
609,Gamba,GA,74.93,broken clouds,-2.65,10.0,
610,Amelia,IT,64.92,overcast clouds,42.5523,12.4182,Ristorante Scoglio Dell'Aquilone Srl
612,Tibati,CM,64.87,overcast clouds,6.4667,12.6333,Tibati Hotel
613,Champerico,GT,84.34,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
614,Dingle,PH,84.96,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
615,Samdrup Jongkhar,BT,75.58,light rain,26.9167,91.6167,
616,Inongo,CD,69.96,broken clouds,-1.95,18.2667,Hotel Du Lac
617,Beian,NO,58.68,broken clouds,63.6559,9.5683,"Fjord-Fishing AS, Property & Housing Co."
618,Dondo,MZ,60.31,clear sky,-19.6094,34.7431,Arco Iris
619,Cefalu,IT,71.91,broken clouds,38.0386,14.0229,Hotel La Giara
620,Hobyo,SO,78.93,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
621,Matara,LK,79.63,moderate rain,5.9485,80.5353,Amaloh Boutique Resort
622,Gizo,SB,83.07,light rain,-8.103,156.8419,Imagination Island
624,Kiunga,PG,73.45,heavy intensity rain,-6.1219,141.2906,Airport Lodge Kiunga
625,Belmonte,BR,73.9,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
626,Neuquen,AR,51.69,clear sky,-38.9516,-68.0591,Hotel del Comahue
627,Vostok,RU,58.37,overcast clouds,46.4856,135.8833,
628,Deception Bay,AU,73.09,clear sky,-27.2,153.0333,Hamptons at The Bay
629,Sao Felix Do Xingu,BR,74.66,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
630,Liverpool,GB,52.63,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
632,Luban,PL,65.77,broken clouds,51.1201,15.2877,Motel Łużycki
634,Amapa,BR,71.38,overcast clouds,1.0,-52.0,
636,Maceio,BR,71.04,scattered clouds,-9.6658,-35.7353,Poutur Pousada
637,Gilbues,BR,70.52,few clouds,-9.8317,-45.3439,Hotel Camapuã
639,Sokoto,NG,82.67,clear sky,13.0609,5.239,Shukura Coral Hotel
640,Abong Mbang,CM,66.81,moderate rain,3.9833,13.1833,Auberge Angle Sur
641,Mbeya,TZ,55.31,scattered clouds,-8.9,33.45,Leda Lodge
644,Alofi,NU,76.89,overcast clouds,-19.0595,-169.9187,Taloa Heights
646,Tobe,JP,70.68,broken clouds,33.7447,132.7901,青年の家
647,Hadejia,NG,82.78,overcast clouds,12.4498,10.0444,Kasuwar Kuda Hadejia General Hospital Road
648,Galveston,US,75.96,clear sky,29.3669,-94.9669,Comfort Inn & Suites Texas City
651,Mitsamiouli,KM,78.66,clear sky,-11.3847,43.2844,Foyer ADM
652,Dolinsk,RU,62.46,few clouds,47.35,142.8,"Gostinitsa ""Yubileynaya"""
653,Kologriv,RU,62.82,clear sky,58.8275,44.3178,Postoyalyy Dvor
654,Uvalde,US,71.53,clear sky,29.3669,-99.76700000000001,
656,Saint-Honore,CA,62.62,overcast clouds,48.5334,-71.0824,Camping Plage Margot
657,Paranaiba,BR,71.13,scattered clouds,-19.6772,-51.1908,Villa Rica Park Hotel GMR
658,Buin,CL,61.74,overcast clouds,-33.7333,-70.75,Paihuen
659,Antalaha,MG,70.45,clear sky,-14.9003,50.2788,Hotel Vitasoa
660,The Valley,AI,80.46,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
661,Itoigawa,JP,82.62,overcast clouds,37.0333,137.85,Hotel Route Inn Itoigawa
663,Lachute,CA,69.51,scattered clouds,45.6501,-74.3325,Hotel Laurentien
665,Doka,SD,81.1,broken clouds,13.5167,35.7667,
666,Sukumo,JP,71.56,overcast clouds,32.9333,132.7333,Sukumojo
668,Gimli,CA,71.62,scattered clouds,50.6336,-96.9907,Lakeview Gimli Resort
669,Santa Isabel,BR,69.66,clear sky,-23.3156,-46.2214,Chácara Sombra do Altíssimo
670,Madarounfa,NE,81.99,clear sky,13.3087,7.156000000000001,Madarounfa centre ville
671,Muroto,JP,71.64,overcast clouds,33.2833,134.15,Oota Ryokan
672,Viesca,MX,80.96,clear sky,25.35,-102.8,LA VIEZCA (Parque Magico)
673,Surgut,RU,62.78,scattered clouds,61.25,73.4167,Business Hotel
674,Marzuq,YE,79.25,clear sky,14.4,46.4667,
676,Bud,US,73.38,scattered clouds,39.446999999999996,-86.1758,Ted McQuinn Trust
677,Kalmunai,LK,84.09,overcast clouds,7.4167,81.8167,VS Villa
678,Leh,IN,52.43,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
679,Kysyl-Syr,RU,71.98,overcast clouds,63.8986,122.7617,
680,Mabaruma,GY,73.58,broken clouds,8.2,-59.7833,Monty Brooms Guest House
682,Voyvozh,RU,70.48,overcast clouds,62.891999999999996,54.9635,Gostinitsa Yakor'
683,Kagadi,UG,60.22,overcast clouds,0.9606,30.7967,ADNEC MOTEL
684,Polovinnoye,RU,56.91,clear sky,54.7914,65.9864,
685,Kaberamaido,UG,64.67,broken clouds,1.7389,33.1594,"Little Orchard, Kaberamaido"
686,Illapel,CL,57.02,broken clouds,-31.6308,-71.1653,Hotel Londres
687,Hailar,CN,67.39,broken clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
688,Kez,RU,62.47,clear sky,57.8979,53.7152,Gostinitsa Uyut Kez
691,Half Moon Bay,US,66.45,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
692,Utinga,BR,75.6,clear sky,-5.8172,-35.3954,Espaço de Lazer Érica Fernandes
693,Evans,US,79.0,clear sky,33.5337,-82.1307,Donald J Kosatka
694,Daru,PG,81.12,overcast clouds,-9.0763,143.2092,Daru Lodge
695,Sola,VU,84.87,overcast clouds,-13.8833,167.55,Leumerus Bungalows
696,Carballo,ES,52.75,clear sky,43.213,-8.691,Pazo do Souto
697,Seybaplaya,MX,83.43,overcast clouds,19.65,-90.6667,sala de fiesta san Rafael
698,Misratah,LY,69.06,scattered clouds,32.3754,15.0925,فندق الماسة
699,La Ligua,CL,55.6,broken clouds,-32.4524,-71.2311,Hotel Anchimallen
